"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","class","producer","data_arc","first_obs","last_obs","condition_code","rms","two_body","A1","A2","A3","DT"
2523826,"523826 (1990 UP)",523826,,,Y,N,20.35,,,,,,,0.3,,,20,,2460000.5,60000,2023-02-25.0,J2000,0.1708,1.33,1.103,28.22,33.19,294.25,79.61,1.56,0.6427,2459876.63,2022-10-24.1,560,1.53,0.199,77.6,3.74,AMO,"Otto Matic",11502,1990-10-24,2022-04-21,0,.46831,,,,,
2523828,"523828 (1992 BC)",523828,,,Y,N,20.02,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3524,1.421,0.920,14.35,123.33,77.22,83.81,1.92,0.5816,2459856.40,2022-10-03.9,619,1.69,0.103,40.3,3.1,APO,"Otto Matic",10842,1992-01-24,2021-09-30,0,.3719,,,-7.4e-14,,
2523915,"523915 (1997 VM4)",523915,,,Y,N,18.57,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.8163,2.61,0.479,14.46,44.54,125.95,322.47,4.74,0.2337,2460161.07,2023-08-04.5,1.54e+03,4.22,0.113,43.9,0.854,APO,"Otto Matic",7903,1997-11-06,2019-06-27,0,.45931,,,,,
2523934,"523934 (1998 FF14)",523934,,,Y,Y,20.62,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3123,1.253,0.862,38.69,359.84,301.12,190.27,1.64,0.7024,2460242.13,2023-10-24.6,513,1.4,0.0287,11.2,3.91,APO,"Otto Matic",7881,1998-03-20,2019-10-17,0,.58905,,,,,
2523941,"523941 (1998 HK49)",523941,,,Y,N,22.27,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3316,1.382,0.924,7.62,57.27,81.58,147.98,1.84,0.6068,2459756.64,2022-06-26.1,593,1.62,0.0752,29.3,3.21,APO,"Otto Matic",7504,1998-04-29,2018-11-14,0,.4856,,,,,
2523945,"523945 (1998 RN1)",523945,,,Y,N,19.05,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5908,2.608,1.067,26.90,345.04,303.41,301.30,4.15,0.234,2460251.37,2023-11-02.8,1.54e+03,4.21,0.209,81.5,1.9,AMO,"Otto Matic",7747,1998-09-14,2019-11-30,0,.61014,,,,,
2523950,"523950 (1998 SZ27)",523950,,,Y,Y,20.30,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5068,0.9053,0.447,23.64,166.70,47.73,215.71,1.36,1.144,2460126.61,2023-07-01.1,315,0.861,0.00707,2.75,3.66,ATE,"Otto Matic",7383,1998-09-21,2018-12-08,0,.64058,,,,,
2523966,"523966 (1998 YF10)",523966,,,Y,N,20.69,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2474,1.49,1.121,15.60,85.90,296.52,142.93,1.86,0.5419,2459736.73,2022-06-06.2,664,1.82,0.221,85.9,3.64,AMO,"Otto Matic",7314,1998-12-22,2018-12-31,0,.64165,,,,,
2523967,"523967 (1998 YR11)",523967,,,Y,N,18.13,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4763,2.03,1.063,59.71,112.03,320.90,142.71,3.00,0.3408,2459581.71,2022-01-02.2,1.06e+03,2.89,0.157,60.9,2.55,AMO,"Otto Matic",8499,1998-12-23,2022-03-31,0,.62176,,,,,
2523971,"523971 (1999 AJ39)",523971,,,Y,N,21.32,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2769,1.158,0.837,10.09,298.50,1.67,302.67,1.48,0.7908,2460073.00,2023-05-08.4,455,1.25,0.163,63.5,3.72,APO,"Otto Matic",7619,1999-01-15,2019-11-25,0,.71115,,,,,
2523972,"523972 (1999 CW8)",523972,,,Y,N,18.66,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5990,2.236,0.897,33.64,317.00,262.08,46.56,3.58,0.2948,2459842.54,2022-09-20.0,1.22e+03,3.34,0.232,90.4,2.68,APO,"Otto Matic",7506,1999-02-12,2019-09-01,0,.49347,,,,,
2524150,"524150 (2000 WJ10)",524150,,,Y,N,20.67,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4583,2.069,1.121,16.03,59.01,42.46,155.66,3.02,0.3313,2459530.64,2021-11-12.1,1.09e+03,2.98,0.19,74.1,2.31,AMO,"Otto Matic",6687,2000-11-19,2019-03-12,0,.56135,,,,,
2524196,"524196 (2001 QP181)",524196,,,Y,N,18.72,,,,,,,,,,17.05,,2460000.5,60000,2023-02-25.0,J2000,0.5304,2.239,1.051,4.52,42.20,229.85,171.91,3.43,0.2942,2459416.21,2021-07-20.7,1.22e+03,3.35,0.0665,25.9,1.72,AMO,"Otto Matic",7365,2001-08-31,2021-10-30,0,.53292,,,,,
2524268,"524268 (2001 TO48)",524268,,,Y,N,19.95,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5412,1.872,0.859,6.84,140.41,151.85,148.36,2.89,0.3847,2459614.81,2022-02-04.3,936,2.56,0.0507,19.7,2.35,APO,"Otto Matic",6592,2001-10-15,2019-11-02,0,.59936,,,,,
2524391,"524391 (2002 AD2)",524391,,,Y,N,20.61,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2466,1.423,1.072,32.40,116.44,343.19,170.59,1.77,0.5807,2459706.71,2022-05-07.2,620,1.7,0.0966,37.6,3.38,AMO,"Otto Matic",6295,2002-01-07,2019-04-03,0,.65454,,,,,
2524392,"524392 (2002 AU5)",524392,,,Y,N,17.84,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7543,2.021,0.496,9.18,354.73,21.63,152.35,3.55,0.3431,2459556.46,2021-12-07.9,1.05e+03,2.87,0.136,52.8,1.95,APO,"Otto Matic",7590,2001-06-16,2022-03-28,0,.47624,,,,,
2524459,"524459 (2002 GA)",524459,,,Y,N,20.39,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5178,2.003,0.966,12.66,47.43,112.77,140.91,3.04,0.3478,2459595.32,2022-01-15.8,1.04e+03,2.83,0.111,43.1,2.06,APO,"Otto Matic",6272,2002-04-01,2019-06-03,0,.55423,,,,,
2524471,"524471 (2002 JW15)",524471,,,Y,N,20.36,,,,,,,,,,11.489,,2460000.5,60000,2023-02-25.0,J2000,0.2663,0.8989,0.660,11.77,218.40,175.26,359.14,1.14,1.156,2460001.25,2023-02-25.7,311,0.852,0.116,45.2,4.27,ATE,"Otto Matic",8439,1996-05-07,2019-06-15,0,.4736,,,,,
2524474,"524474 (2002 KJ3)",524474,,,Y,N,19.39,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4877,2.27,1.163,6.40,47.47,253.11,0.38,3.38,0.2881,2459999.19,2023-02-23.6,1.25e+03,3.42,0.186,72.3,1.92,AMO,"Otto Matic",6254,2002-04-13,2019-05-28,0,.59527,,,,,
2524475,"524475 (2002 KJ4)",524475,,,Y,Y,19.36,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5592,2.266,0.999,27.86,75.64,155.18,34.49,3.53,0.2889,2459881.13,2022-10-28.6,1.25e+03,3.41,0.0174,6.76,1.61,APO,"Otto Matic",6300,2002-05-22,2019-08-21,0,.53747,,,,,
2524498,"524498 (2002 RT112)",524498,,,Y,N,18.12,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5104,2.642,1.293,4.13,310.22,334.66,296.76,3.99,0.2295,2460276.00,2023-11-27.5,1.57e+03,4.29,0.278,108,1.21,AMO,"Otto Matic",6146,2002-09-06,2019-07-05,0,.55422,,,,,
2524516,"524516 (2002 UN)",524516,,,Y,N,17.40,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.6104,3.004,1.170,26.19,33.56,39.81,315.00,4.84,0.1893,2460238.15,2023-10-20.6,1.9e+03,5.21,0.253,98.4,1.27,AMO,"Otto Matic",6041,2002-10-22,2019-05-07,0,.65958,,,,,
2524522,"524522 (2002 VE68)",524522,,,Y,Y,20.54,,,,,,,,,,13.5,,2460000.5,60000,2023-02-25.0,J2000,0.4101,0.7237,0.427,9.04,231.47,355.41,167.29,1.02,1.601,2459896.01,2022-11-12.5,225,0.616,0.0253,9.85,3.96,ATE,"Otto Matic",5866,2002-11-11,2018-12-03,0,.28327,,,-5.8e-14,,
2524530,"524530 (2002 XC91)",524530,,,Y,N,19.68,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5899,1.477,0.606,10.79,102.39,225.68,160.56,2.35,0.5491,2459708.09,2022-05-08.5,656,1.79,0.122,47.4,3.04,APO,"Otto Matic",6610,2002-12-13,2021-01-17,0,.60174,,,,,
2524536,"524536 (2003 AO4)",524536,,,Y,N,19.09,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4519,2.166,1.187,21.08,306.39,112.15,135.51,3.14,0.3092,2459562.23,2021-12-13.7,1.16e+03,3.19,0.35,136,2.55,AMO,"Otto Matic",6966,2003-01-05,2022-01-31,0,.48637,,,,,
2524594,"524594 (2003 NW1)",524594,,,Y,Y,18.68,,,,,,,,,,37.7,,2460000.5,60000,2023-02-25.0,J2000,0.6435,2.423,0.864,6.16,265.06,118.82,51.20,3.98,0.2613,2459804.53,2022-08-13.0,1.38e+03,3.77,0.025,9.72,1.57,APO,"Otto Matic",7079,2003-07-03,2022-11-19,0,.31566,,,,,
2524597,"524597 (2003 OQ13)",524597,,,Y,N,20.51,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.1605,1.302,1.093,16.15,123.74,152.87,86.93,1.51,0.6632,2459869.42,2022-10-16.9,543,1.49,0.0913,35.5,3.62,AMO,"Otto Matic",6761,2003-07-25,2022-01-27,0,.48817,,,,,
2524599,"524599 (2003 PC11)",524599,,,Y,N,17.29,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5843,2.856,1.187,22.97,342.14,10.27,6.33,4.52,0.2042,2459969.51,2023-01-25.0,1.76e+03,4.83,0.183,71.4,0.973,AMO,"Otto Matic",5652,2003-08-05,2019-01-25,0,.50254,,,,,
2524603,"524603 (2003 QA31)",524603,,,Y,N,19.49,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5474,1.736,0.786,8.34,169.30,90.58,217.79,2.69,0.4309,2460330.57,2024-01-21.0,836,2.29,0.0506,19.7,2.45,APO,"Otto Matic",6091,2003-02-19,2019-10-24,0,.51994,,,,,
2524974,"524974 (2004 PX27)",524974,,,Y,N,18.42,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4939,2.28,1.154,22.16,330.69,45.70,114.46,3.41,0.2863,2459600.68,2022-01-21.1,1.26e+03,3.44,0.228,88.9,2.34,AMO,"Otto Matic",5296,2004-08-10,2019-02-09,0,.42277,,,,,
2525229,"525229 (2004 UU1)",525229,,,Y,Y,21.27,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2735,1.226,0.891,29.96,217.77,113.61,219.66,1.56,0.7259,2460193.83,2023-09-06.3,496,1.36,0.0258,10,3.9,APO,"Otto Matic",5330,2004-10-23,2019-05-28,0,.60263,,,,,
2525231,"525231 (2004 VB)",525231,,,Y,Y,20.85,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4090,1.459,0.862,10.86,52.35,71.63,102.29,2.06,0.5594,2459817.65,2022-08-26.1,643,1.76,0.0431,16.8,3.08,APO,"Otto Matic",5293,2004-11-01,2019-04-30,0,.46327,,,,,
2525234,"525234 (2004 VB17)",525234,,,Y,N,19.76,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2965,1.753,1.233,23.65,232.74,200.47,307.32,2.27,0.4245,2460124.58,2023-06-29.0,848,2.32,0.258,100,3.09,AMO,"Otto Matic",5261,2004-11-07,2019-04-04,0,.46332,,,,,
2525268,"525268 (2004 XL14)",525268,,,Y,Y,21.43,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4104,0.7595,0.448,21.46,85.61,157.58,29.29,1.07,1.489,2459980.83,2023-02-05.3,242,0.662,0.0268,10.4,3.96,ATE,"Otto Matic",5109,2004-12-10,2018-12-06,0,.42282,,,-4.6e-14,,
2525319,"525319 (2004 YU5)",525319,,,Y,N,19.04,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4521,2.31,1.266,24.18,304.30,141.52,65.32,3.35,0.2807,2459767.82,2022-07-07.3,1.28e+03,3.51,0.338,131,2.04,AMO,"Otto Matic",5161,2004-12-20,2019-02-06,0,.31529,,,,,
2525356,"525356 (2005 BG14)",525356,,,Y,Y,18.68,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7275,1.994,0.543,21.68,94.94,281.00,174.76,3.44,0.3501,2459501.36,2021-10-13.8,1.03e+03,2.82,0.0292,11.4,2.51,APO,"Otto Matic",6273,2005-01-20,2022-03-25,0,.53134,,,,,
2525364,"525364 (2005 CL7)",525364,,,Y,N,19.63,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.1005,1.049,0.943,31.28,136.59,201.45,89.58,1.15,0.9174,2459902.85,2022-11-19.3,392,1.07,0.0651,25.3,4.07,APO,"Otto Matic",5528,2005-02-03,2020-03-24,0,.43757,,,,,
2525477,"525477 (2005 FC3)",525477,,,Y,N,19.38,,,,,,,,,,430.,,2460000.5,60000,2023-02-25.0,J2000,0.5888,1.974,0.812,9.86,157.97,88.34,133.79,3.14,0.3553,2459623.98,2022-02-13.4,1.01e+03,2.77,0.0768,29.9,2,APO,"Otto Matic",5356,2005-02-04,2019-10-05,0,.46163,,,,,
2525484,"525484 (2005 GL)",525484,,,Y,Y,21.30,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3063,1.056,0.733,15.90,43.61,265.36,93.91,1.38,0.9079,2459897.06,2022-11-13.5,397,1.09,0.00692,2.69,3.89,APO,"Otto Matic",5727,2005-04-01,2020-12-05,0,.44291,,,-1.2e-13,,
2525498,"525498 (2005 GE60)",525498,,,Y,N,22.12,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2458,0.9588,0.723,5.58,229.72,112.89,253.90,1.19,1.05,2460101.57,2023-06-06.0,343,0.939,0.00476,1.85,4.14,ATE,"Otto Matic",5495,2005-04-09,2020-04-25,0,.4974,,,,,
2525552,"525552 (2005 JB)",525552,,,Y,N,18.95,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4516,2.006,1.100,36.63,217.88,1.20,99.73,2.91,0.347,2459713.08,2022-05-13.5,1.04e+03,2.84,0.0932,36.3,2.06,AMO,"Otto Matic",6346,2005-05-03,2022-09-17,0,.44633,,,,,
2526238,"526238 (2005 YY36)",526238,,,Y,N,19.40,,,,,,,,,,3.1776,,2460000.5,60000,2023-02-25.0,J2000,0.3953,1.893,1.145,4.60,275.08,214.40,204.25,2.64,0.3784,2460412.08,2024-04-11.5,951,2.6,0.166,64.7,2.44,AMO,"Otto Matic",4875,2005-12-25,2019-05-01,0,.41104,,,,,
2526449,"526449 (2006 OH15)",526449,,,Y,N,18.89,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2950,1.512,1.066,37.01,122.90,76.89,42.18,1.96,0.5301,2459920.92,2022-12-07.4,679,1.86,0.277,108,3.38,AMO,"Otto Matic",5455,2006-07-31,2021-07-07,0,.56403,,,,,
2526587,"526587 (2006 TB)",526587,,,Y,Y,20.02,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3246,1.562,1.055,27.57,169.31,180.97,150.59,2.07,0.5049,2459702.22,2022-05-02.7,713,1.95,0.0475,18.5,3.37,AMO,"Otto Matic",5248,2006-10-01,2021-02-12,0,.50566,,,,,
2526670,"526670 (2006 UL217)",526670,,,Y,Y,20.77,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3486,1.43,0.932,9.92,45.18,310.12,215.34,1.93,0.5762,2460251.56,2023-11-03.0,625,1.71,0.0207,8.06,3.54,APO,"Otto Matic",4453,2006-10-31,2019-01-09,0,.42186,,,,,
2526742,"526742 (2006 WR127)",526742,,,Y,N,20.49,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3760,0.907,0.566,16.79,260.78,351.47,118.97,1.25,1.141,2459896.23,2022-11-12.7,316,0.864,0.191,74.4,3.8,ATE,"Otto Matic",9506,1993-12-11,2019-12-21,0,.54617,,,,,
2526798,"526798 (2007 AA9)",526798,,,Y,N,22.59,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4204,0.8581,0.497,6.80,270.85,55.91,205.59,1.22,1.24,2460125.04,2023-06-29.5,290,0.795,0.0157,6.09,4.11,ATE,"Otto Matic",4444,2007-01-13,2019-03-15,1,.47252,,,-1.2e-13,,
2526825,"526825 (2007 CK26)",526825,,,Y,N,19.03,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4638,1.796,0.963,32.40,147.29,97.54,190.90,2.63,0.4095,2460413.45,2024-04-12.9,879,2.41,0.238,92.5,3.09,APO,"Otto Matic",8787,1995-08-29,2019-09-19,0,.44316,,,,,
2526826,"526826 (2007 CA27)",526826,,,Y,N,21.30,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3436,0.8657,0.568,29.97,122.97,200.08,145.40,1.16,1.224,2459881.67,2022-10-29.1,294,0.805,0.132,51.3,4.13,ATE,"Otto Matic",5815,2007-02-13,2023-01-15,0,.40547,,,-1.3e-13,,
2526878,"526878 (2007 FE)",526878,,,Y,Y,19.38,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4570,1.793,0.974,7.00,122.62,135.21,204.17,2.61,0.4104,2460380.19,2024-03-10.6,877,2.4,0.0261,10.1,2.48,APO,"Otto Matic",6474,2002-02-04,2019-10-27,0,.67775,,,,,
2526898,"526898 (2007 HR)",526898,,,Y,N,20.65,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7416,1.067,0.276,11.98,32.72,13.09,254.73,1.86,0.8944,2460118.20,2023-06-22.7,403,1.1,0.111,43.2,3.57,APO,"Otto Matic",4391,2007-04-16,2019-04-24,0,.55363,,,,,
2527115,"527115 (2007 TD14)",527115,,,Y,N,19.01,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4662,2.363,1.261,4.79,185.83,127.26,112.92,3.46,0.2714,2459584.40,2022-01-04.8,1.33e+03,3.63,0.257,100,1.88,AMO,"Otto Matic",8101,1996-10-08,2018-12-13,0,.56992,,,,,
2527671,"527671 (2007 WF55)",527671,,,Y,N,19.17,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5293,2.398,1.129,19.71,280.52,112.03,45.35,3.67,0.2653,2459829.60,2022-09-07.1,1.36e+03,3.71,0.296,115,2.26,AMO,"Otto Matic",5537,2007-11-29,2023-01-26,0,.41448,,,,,
2527715,"527715 (2007 YQ56)",527715,,,Y,Y,19.97,,,,,,,,,,60.8,,2460000.5,60000,2023-02-25.0,J2000,0.2881,1.141,0.812,26.45,276.01,273.07,87.98,1.47,0.8087,2459891.71,2022-11-08.2,445,1.22,0.0113,4.39,3.71,APO,"Otto Matic",4171,2007-12-31,2019-06-02,0,.39187,,,,,
2527841,"527841 (2008 CR1)",527841,,,Y,N,19.58,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4621,1.15,0.618,45.77,315.51,339.70,320.09,1.68,0.7997,2460050.40,2023-04-15.9,450,1.23,0.38,148,3.64,APO,"Otto Matic",4020,2008-02-03,2019-02-05,1,.50455,,,,,
2527959,"527959 (2008 EB32)",527959,,,Y,N,19.47,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4132,1.968,1.155,5.37,182.25,48.35,119.94,2.78,0.3569,2459664.45,2022-03-25.9,1.01e+03,2.76,0.163,63.4,2.22,AMO,"Otto Matic",5310,2008-03-10,2022-09-23,0,.60819,,,,,
2527977,"527977 (2008 EY68)",527977,,,Y,N,22.30,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7600,0.745,0.179,19.79,175.48,199.00,192.45,1.31,1.533,2460109.82,2023-06-14.3,235,0.643,0.0393,15.3,4.16,ATE,"Otto Matic",4794,2008-03-11,2021-04-26,1,.51008,,,,,
2528159,"528159 (2008 HS3)",528159,,,Y,Y,21.55,,,,,,,,,,10.68,,2460000.5,60000,2023-02-25.0,J2000,0.2254,1.35,1.046,8.17,227.69,5.03,149.36,1.65,0.6282,2459762.76,2022-07-02.2,573,1.57,0.0366,14.3,3.33,AMO,"Otto Matic",4119,2008-04-30,2019-08-10,0,.29407,,,,,
2528284,"528284 (2008 SW11)",528284,,,Y,N,21.19,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4084,1.134,0.671,7.44,28.79,207.01,71.15,1.60,0.8158,2459913.28,2022-11-29.7,441,1.21,0.105,40.9,3.4,APO,"Otto Matic",4404,2008-09-25,2020-10-16,0,.56522,,,,,
2528507,"528507 (2008 UC95)",528507,,,Y,N,18.68,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4858,2.211,1.137,8.42,83.25,341.01,128.25,3.28,0.2999,2459572.83,2021-12-24.3,1.2e+03,3.29,0.156,60.6,2.07,AMO,"Otto Matic",4867,2008-10-29,2022-02-25,0,.49425,,,,,
2528609,"528609 (2008 VU4)",528609,,,Y,N,17.55,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7742,2.371,0.535,11.97,290.91,23.49,343.74,4.21,0.27,2460060.75,2023-04-26.2,1.33e+03,3.65,0.185,71.8,1.19,APO,"Otto Matic",4094,2008-11-07,2020-01-23,0,.3845,,,,,
2528650,"528650 (2008 WX32)",528650,,,Y,N,19.26,,,,,,,,,,5.056,,2460000.5,60000,2023-02-25.0,J2000,0.5754,2.219,0.942,23.93,56.94,112.33,66.85,3.50,0.2981,2459776.27,2022-07-15.7,1.21e+03,3.31,0.143,55.6,2.03,APO,"Otto Matic",3869,2008-11-02,2019-06-07,0,.48395,,,,,
2528756,"528756 (2009 AS)",528756,,,Y,N,18.30,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4786,2.281,1.189,5.68,110.47,79.71,31.57,3.37,0.2861,2459890.12,2022-11-06.6,1.26e+03,3.45,0.218,84.9,1.61,AMO,"Otto Matic",7117,2002-06-02,2021-11-26,0,.50616,,,,,
2528804,"528804 (2009 BJ58)",528804,,,Y,Y,19.12,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7121,1.851,0.533,13.02,131.29,85.74,186.56,3.17,0.3914,2460443.60,2024-05-13.1,920,2.52,0.0149,5.81,1.98,APO,"Otto Matic",3818,2009-01-29,2019-07-14,0,.50731,,,,,
2528807,"528807 (2009 BL71)",528807,,,Y,N,22.07,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2657,0.9367,0.688,5.55,17.46,292.45,10.42,1.19,1.087,2459990.92,2023-02-15.4,331,0.907,0.0103,4.01,4.03,ATE,"Otto Matic",3716,2009-01-30,2019-04-04,0,.46365,,,,,
2528857,"528857 (2009 CT)",528857,,,Y,N,19.69,,,,,,,,,,42,,2460000.5,60000,2023-02-25.0,J2000,0.6390,1.855,0.670,3.84,275.64,337.85,172.16,3.04,0.39,2459559.02,2021-12-10.5,923,2.53,0.0586,22.8,2.03,APO,"Otto Matic",3919,2009-02-02,2019-10-27,0,.47585,,,,,
2528859,"528859 (2009 CR5)",528859,,,Y,N,22.21,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.2623,1.076,0.794,5.05,316.72,321.33,88.72,1.36,0.8834,2459900.06,2022-11-16.5,408,1.12,0.0672,26.1,3.75,APO,"Otto Matic",3943,2009-02-14,2019-12-02,0,.71502,,,,,
2529032,"529032 (2009 NA)",529032,,,Y,N,17.55,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5583,2.649,1.170,10.11,268.52,99.97,37.96,4.13,0.2286,2459834.42,2022-09-11.9,1.58e+03,4.31,0.252,97.9,1.63,AMO,"Otto Matic",8228,2000-07-04,2023-01-13,0,.37612,,,,,
2529366,"529366 (2009 WM1)",529366,,,Y,Y,20.40,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.1689,1.18,0.981,25.77,240.25,162.64,140.60,1.38,0.7685,2459817.54,2022-08-26.0,468,1.28,0.000881,0.343,3.98,APO,"Otto Matic",3283,2009-11-17,2018-11-13,0,.64119,,,,,
2529450,"529450 (2010 AK)",529450,,,Y,N,19.25,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4681,1.73,0.920,11.06,293.45,70.84,334.10,2.54,0.4333,2460060.28,2023-04-25.7,831,2.27,0.0719,28,3.01,APO,"Otto Matic",3320,2010-01-06,2019-02-08,0,.5238,,,,,
2529668,"529668 (2010 JL33)",529668,,,Y,Y,17.90,,,,,,,1.778,,0.047,9.443,,2460000.5,60000,2023-02-25.0,J2000,0.7351,2.679,0.710,5.38,52.45,309.89,295.79,4.65,0.2248,2460286.13,2023-12-07.6,1.6e+03,4.38,0.0314,12.2,0.848,APO,"Otto Matic",8309,1997-06-04,2020-03-04,0,.29995,,,,,
2529670,"529670 (2010 JT34)",529670,,,Y,N,19.14,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4031,1.484,0.886,44.43,58.66,326.47,273.22,2.08,0.545,2460159.73,2023-08-03.2,661,1.81,0.0565,22,3.44,APO,"Otto Matic",4223,2010-05-07,2021-11-28,0,.70365,,,,,
2529718,"529718 (2010 KY127)",529718,,,Y,N,16.83,,,,,,,1.770,,0.129,,,2460000.5,60000,2023-02-25.0,J2000,0.8828,2.49,0.292,60.84,6.84,357.15,59.98,4.69,0.2509,2459761.43,2022-06-30.9,1.43e+03,3.93,0.71,276,0.778,APO,"Otto Matic",4614,2010-05-31,2023-01-17,0,.61544,,,,,
2529720,"529720 (2010 LM14)",529720,,,Y,N,21.30,,,,,,,0.361,,0.037,,,2460000.5,60000,2023-02-25.0,J2000,0.3795,1.111,0.689,25.92,176.65,187.93,246.93,1.53,0.8422,2460134.76,2023-07-09.2,427,1.17,0.314,122,3.93,APO,"Otto Matic",3152,2010-06-02,2019-01-18,0,.61575,,,,,
2529752,"529752 (2010 MR)",529752,,,Y,N,18.62,,,,,,,,,,2.4645,,2460000.5,60000,2023-02-25.0,J2000,0.5262,2.452,1.162,3.33,289.14,70.75,65.19,3.74,0.2567,2459746.59,2022-06-16.0,1.4e+03,3.84,0.167,65.1,1.75,AMO,"Otto Matic",4610,2010-06-16,2023-01-29,0,.40066,,,,,
2529753,"529753 (2010 MF1)",529753,,,Y,Y,19.65,,,,,,,0.363,,0.178,,,2460000.5,60000,2023-02-25.0,J2000,0.5885,2.498,1.028,9.10,286.94,27.86,62.82,3.97,0.2496,2459748.85,2022-06-18.3,1.44e+03,3.95,0.0409,15.9,1.4,AMO,"Otto Matic",4562,2010-06-18,2022-12-14,0,.42944,,,,,
2529819,"529819 (2010 PM58)",529819,,,Y,N,20.86,,,,,,,0.259,,0.095,,,2460000.5,60000,2023-02-25.0,J2000,0.4598,1.371,0.741,13.59,332.37,53.81,259.99,2.00,0.6138,2460163.44,2023-08-06.9,587,1.61,0.0974,37.9,3.53,APO,"Otto Matic",3149,2010-08-01,2019-03-16,1,.50777,,,,,
