"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","class","producer","data_arc","first_obs","last_obs","condition_code","rms","two_body","A1","A2","A3","DT"
2000433,"   433 Eros (A898 PA)",433,Eros,,Y,N,10.31,0.46,,,,,,16.84,34.4x11.2x11.2,0.25,5.27,4.463e-04,2460000.5,60000,2023-02-25.0,J2000,0.2228,1.458,1.133,10.83,304.29,178.93,110.78,1.78,0.5598,2459802.60,2022-08-11.1,643,1.76,0.149,57.9,3.29,AMO,Giorgini,46582,1893-10-29,2021-05-13,0,.29796,,,,,
2000719,"   719 Albert (A911 TB)",719,Albert,,Y,N,15.59,,,,,,,,,,5.801,,2460000.5,60000,2023-02-25.0,J2000,0.5470,2.637,1.195,11.58,183.86,156.25,10.24,4.08,0.2301,2459956.02,2023-01-11.5,1.56e+03,4.28,0.2,77.8,1.42,AMO,"Otto Matic",40483,1911-10-04,2022-08-05,0,.40855,,,,,
2000887,"   887 Alinda (A918 AA)",887,Alinda,,Y,N,13.83,-0.12,,,,,,4.2,,0.31,28.41,,2460000.5,60000,2023-02-25.0,J2000,0.5707,2.472,1.061,9.40,110.42,350.48,188.04,3.88,0.2535,2460678.79,2025-01-03.2,1.42e+03,3.89,0.0801,31.2,1.32,AMO,"Otto Matic",38167,1918-02-03,2022-08-03,0,.40243,,,,,
2001036,"  1036 Ganymed (A924 UB)",1036,Ganymed,,Y,N,9.21,0.30,,,,,,37.675,,0.238,10.297,,2460000.5,60000,2023-02-25.0,J2000,0.5330,2.666,1.245,26.69,215.50,132.47,231.16,4.09,0.2264,2460569.53,2024-09-16.0,1.59e+03,4.35,0.344,134,1.95,AMO,"Otto Matic",35906,1924-10-23,2023-02-12,0,.36012,,,,,
2001221,"  1221 Amor (1932 EA1)",1221,Amor,,Y,N,17.38,,,,,,,1.0,,,,,2460000.5,60000,2023-02-25.0,J2000,0.4358,1.919,1.083,11.88,171.32,26.63,49.38,2.76,0.3708,2459867.32,2022-10-14.8,971,2.66,0.106,41.4,2.21,AMO,"Otto Matic",32775,1932-03-12,2021-12-05,0,.44014,,,,,
2001566,"  1566 Icarus (1949 MA)",1566,Icarus,,Y,Y,16.50,,,,,,,1.0,,0.51,2.2726,,2460000.5,60000,2023-02-25.0,J2000,0.8269,1.078,0.187,22.80,87.95,31.44,352.55,1.97,0.8804,2460008.96,2023-03-05.4,409,1.12,0.0339,13.2,3.22,APO,"Otto Matic",26694,1949-07-01,2022-08-01,0,.34727,,,-3.0e-15,,
2001580,"  1580 Betulia (1950 KA)",1580,Betulia,,Y,N,14.69,0.00,,,,,,5.8,,0.08,6.1324,,2460000.5,60000,2023-02-25.0,J2000,0.4870,2.198,1.127,52.10,62.26,159.55,137.66,3.27,0.3026,2459545.51,2021-11-27.0,1.19e+03,3.26,0.137,53.3,1.86,AMO,"Otto Matic",26512,1950-05-22,2022-12-22,0,.51899,,,,,
2001620,"  1620 Geographos (1951 RA)",1620,Geographos,,Y,Y,15.32,,,,,,,2.56,5.0x2.0x2.1,0.290,5.22204,,2460000.5,60000,2023-02-25.0,J2000,0.3355,1.246,0.828,13.34,337.17,276.96,224.05,1.66,0.7089,2460192.27,2023-09-04.7,508,1.39,0.0294,11.5,3.45,APO,"Otto Matic",26085,1951-09-14,2023-02-13,0,.34189,,,-2.8e-15,,
2001627,"  1627 Ivar (1929 SH)",1627,Ivar,,Y,N,12.75,0.60,,,,,,9.12,,0.15,4.795,,2460000.5,60000,2023-02-25.0,J2000,0.3965,1.864,1.125,8.45,133.12,167.81,284.00,2.60,0.3874,2460196.68,2023-09-09.1,929,2.54,0.112,43.4,2.65,AMO,"Otto Matic",34104,1929-09-25,2023-02-08,0,.35237,,,,,
2001685,"  1685 Toro (1948 OA)",1685,Toro,,Y,N,14.31,,,,,,,3.4,,0.31,10.1995,,2460000.5,60000,2023-02-25.0,J2000,0.4360,1.368,0.771,9.38,274.22,127.23,186.57,1.96,0.6163,2460281.91,2023-12-03.4,584,1.6,0.0511,19.9,3.48,APO,"Otto Matic",27224,1948-07-17,2023-01-29,0,.31971,,,-3.3e-15,,
2001862,"  1862 Apollo (1932 HA)",1862,Apollo,,Y,Y,16.11,0.09,,,,,,1.5,,0.25,3.065,,2460000.5,60000,2023-02-25.0,J2000,0.5599,1.471,0.647,6.35,35.56,286.06,281.25,2.29,0.5526,2460143.00,2023-07-17.5,651,1.78,0.0262,10.2,3.07,APO,"Otto Matic",33653,1930-12-13,2023-02-01,0,.46574,,,-3.8e-15,,
2001863,"  1863 Antinous (1948 EA)",1863,Antinous,,Y,N,15.44,,,,,,,2.1,,0.24,7.453,,2460000.5,60000,2023-02-25.0,J2000,0.6058,2.259,0.891,18.40,346.42,268.07,0.10,3.63,0.2902,2460000.16,2023-02-24.6,1.24e+03,3.4,0.184,71.6,2.01,APO,"Otto Matic",27299,1948-03-05,2022-12-01,0,.4867,,,,,
2001864,"  1864 Daedalus (1971 FA)",1864,Daedalus,,Y,N,14.77,,,,,,,3.7,,0.273,8.572,,2460000.5,60000,2023-02-25.0,J2000,0.6145,1.461,0.563,22.22,6.61,325.67,59.37,2.36,0.5582,2459894.14,2022-11-10.6,645,1.77,0.269,105,3.12,APO,"Otto Matic",18950,1971-03-24,2023-02-09,0,.40146,,,,,
2001865,"  1865 Cerberus (1971 UA)",1865,Cerberus,,Y,N,16.80,,,,,,,1.2,,0.22,6.8039,,2460000.5,60000,2023-02-25.0,J2000,0.4670,1.08,0.576,16.10,212.89,325.28,161.48,1.58,0.8782,2459816.62,2022-08-25.1,410,1.12,0.156,60.8,3.4,APO,"Otto Matic",18260,1971-10-26,2021-10-23,0,.39079,,,,,
2001866,"  1866 Sisyphus (1972 XA)",1866,Sisyphus,,Y,N,12.44,,,,,,,8.48,,0.15,2.4,,2460000.5,60000,2023-02-25.0,J2000,0.5383,1.894,0.874,41.20,63.46,293.10,122.45,2.91,0.3782,2459676.75,2022-04-07.2,952,2.61,0.103,40,3.25,APO,"Otto Matic",24854,1955-01-26,2023-02-12,0,.35138,,,,,
2001915,"  1915 Quetzalcoatl (1953 EA)",1915,Quetzalcoatl,,Y,N,18.05,0.10,,,,,,0.5,,0.21,4.9,,2460000.5,60000,2023-02-25.0,J2000,0.5704,2.544,1.093,20.40,162.94,347.80,138.62,3.99,0.243,2459429.95,2021-08-03.4,1.48e+03,4.06,0.109,42.4,1.06,AMO,"Otto Matic",18842,1953-03-09,2004-10-09,0,.69647,,,,,
2001916,"  1916 Boreas (1953 RA)",1916,Boreas,,Y,N,14.95,,,,,,,3.5,,,3.4746,,2460000.5,60000,2023-02-25.0,J2000,0.4498,2.272,1.250,12.88,340.60,335.89,107.37,3.29,0.2878,2459627.40,2022-02-16.9,1.25e+03,3.42,0.251,97.5,2.07,AMO,"Otto Matic",25367,1953-09-01,2023-02-13,0,.45973,,,,,
2001917,"  1917 Cuyo (1968 AA)",1917,Cuyo,,Y,N,14.35,,,,,,,5.7,,0.195,2.689,,2460000.5,60000,2023-02-25.0,J2000,0.5056,2.15,1.063,23.96,188.29,194.53,207.30,3.24,0.3127,2460488.84,2024-06-27.3,1.15e+03,3.15,0.0712,27.7,2.25,AMO,"Otto Matic",25097,1954-05-06,2023-01-21,0,.45721,,,,,
2001943,"  1943 Anteros (1973 EC)",1943,Anteros,,Y,N,15.69,,,,,,,2.3,,0.17,2.86923,,2460000.5,60000,2023-02-25.0,J2000,0.2560,1.43,1.064,8.71,246.31,338.36,44.36,1.80,0.5761,2459923.50,2022-12-09.9,625,1.71,0.0623,24.2,3.19,AMO,"Otto Matic",17873,1973-03-10,2022-02-14,0,.39401,,,,,
2001980,"  1980 Tezcatlipoca (1950 LA)",1980,Tezcatlipoca,,Y,N,13.79,,,,,,,4.3,,0.25,7.24612,,2460000.5,60000,2023-02-25.0,J2000,0.3648,1.71,1.086,26.87,246.55,115.48,130.55,2.33,0.4409,2459704.43,2022-05-04.9,816,2.24,0.244,95.1,3.41,AMO,"Otto Matic",26536,1950-06-19,2023-02-12,0,.32539,,,,,
2001981,"  1981 Midas (1973 EA)",1981,Midas,,Y,Y,15.28,,,,,,,3.4,,,5.22,,2460000.5,60000,2023-02-25.0,J2000,0.6500,1.777,0.622,39.83,356.85,267.82,9.03,2.93,0.4162,2459978.80,2023-02-03.3,865,2.37,0.00439,1.71,3.31,APO,"Otto Matic",17760,1973-03-06,2021-10-20,0,.39189,,,,,
2002059,"  2059 Baboquivari (1963 UA)",2059,Baboquivari,,Y,N,15.98,,,,,,,,,,129.47,,2460000.5,60000,2023-02-25.0,J2000,0.5318,2.642,1.237,11.02,200.69,192.44,273.62,4.05,0.2295,2460376.95,2024-03-07.4,1.57e+03,4.3,0.244,94.9,1.41,AMO,"Otto Matic",21402,1963-10-16,2022-05-21,0,.43712,,,,,
2002061,"  2061 Anza (1960 UA)",2061,Anza,,Y,N,16.48,,,,,,,2.6,,,6.712,,2460000.5,60000,2023-02-25.0,J2000,0.5360,2.265,1.051,3.80,207.36,157.06,109.83,3.48,0.2892,2459620.72,2022-02-10.2,1.24e+03,3.41,0.0541,21.1,1.99,AMO,"Otto Matic",22758,1960-10-22,2023-02-12,0,.45738,,,,,
2002062,"  2062 Aten (1976 AA)",2062,Aten,,Y,N,17.11,,,,,,,1.1,,0.26,42.15,,2460000.5,60000,2023-02-25.0,J2000,0.1828,0.967,0.790,18.93,108.54,148.05,76.11,1.14,1.037,2459927.07,2022-12-13.5,347,0.951,0.113,44,3.92,ATE,Giorgini,23339,1955-12-17,2019-11-10,0,.34905,,,-1.1e-14,,
2002063,"  2063 Bacchus (1977 HB)",2063,Bacchus,,Y,N,17.25,,,,,,,1.024,"1.11 x 0.53 x 0.50",0.203,14.904,,2460000.5,60000,2023-02-25.0,J2000,0.3494,1.078,0.701,9.43,33.06,55.35,74.23,1.45,0.8804,2459916.18,2022-12-02.6,409,1.12,0.0673,26.2,3.77,APO,"Otto Matic",16720,1977-04-24,2023-02-02,0,.33055,,,-1.0e-14,,
2002100,"  2100 Ra-Shalom (1978 RA)",2100,Ra-Shalom,,Y,N,16.23,0.12,,,,,,2.3,,0.13,19.797,,2460000.5,60000,2023-02-25.0,J2000,0.4366,0.832,0.469,15.76,170.78,356.08,30.42,1.20,1.299,2459977.07,2023-02-01.5,277,0.759,0.149,58.2,3.77,ATE,"Otto Matic",17246,1975-10-03,2022-12-21,0,.27618,,,-3.5e-15,,
2002101,"  2101 Adonis (1936 CA)",2101,Adonis,,Y,Y,18.72,,,,,,,0.6,,,,,2460000.5,60000,2023-02-25.0,J2000,0.7643,1.874,0.442,1.32,349.47,43.63,0.33,3.31,0.3842,2459999.65,2023-02-24.1,937,2.57,0.0115,4.49,2.15,APO,"Otto Matic",30790,1936-02-21,2020-06-09,0,.39458,,,-3.3e-14,,
2002102,"  2102 Tantalus (1975 YA)",2102,Tantalus,,Y,Y,15.97,,,,,,,1.649,,0.245,2.384,,2460000.5,60000,2023-02-25.0,J2000,0.2993,1.29,0.904,64.00,94.35,61.53,34.65,1.68,0.6726,2459948.98,2023-01-04.4,535,1.47,0.0424,16.5,3.77,APO,"Otto Matic",17160,1975-12-30,2022-12-23,0,.31237,,,,,
2002135,"  2135 Aristaeus (1977 HA)",2135,Aristaeus,,Y,Y,18.05,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5029,1.6,0.795,23.07,191.12,290.97,270.07,2.40,0.4871,2460185.13,2023-08-28.6,739,2.02,0.00983,3.83,2.96,APO,"Otto Matic",15749,1977-04-17,2020-05-30,1,.54865,,,,,
2002201,"  2201 Oljato (1947 XC)",2201,Oljato,,Y,Y,15.35,,,,,,,1.80,,0.4328,26,,2460000.5,60000,2023-02-25.0,J2000,0.7121,2.177,0.627,2.52,74.91,98.38,150.40,3.73,0.3069,2459510.47,2021-10-22.9,1.17e+03,3.21,0.00299,1.16,1.24,APO,"Otto Matic",33176,1931-12-03,2022-10-02,0,.45879,,,,,
2002202,"  2202 Pele (1972 RA)",2202,Pele,,Y,N,17.14,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.5127,2.291,1.117,8.74,169.93,217.93,185.36,3.47,0.2842,2460615.00,2024-10-31.5,1.27e+03,3.47,0.143,55.7,2.02,AMO,"Otto Matic",18101,1972-09-07,2022-03-30,0,.56531,,,,,
2002212,"  2212 Hephaistos (1978 SB)",2212,Hephaistos,,Y,N,13.52,,,,,,,5.7,,0.163,48,,2460000.5,60000,2023-02-25.0,J2000,0.8373,2.16,0.351,11.54,27.50,209.41,359.54,3.97,0.3105,2460001.97,2023-02-26.4,1.16e+03,3.17,0.116,45.1,1.16,APO,"Otto Matic",16187,1978-09-27,2023-01-21,0,.41448,,,,,
2002329,"  2329 Orthos (1976 WA)",2329,Orthos,,Y,N,14.57,,,,,,,,,,4.6473,,2460000.5,60000,2023-02-25.0,J2000,0.6537,2.41,0.834,24.47,169.28,146.08,167.91,3.98,0.2635,2459363.27,2021-05-28.7,1.37e+03,3.74,0.0953,37.1,1.71,APO,"Otto Matic",17041,1976-05-31,2023-01-26,0,.43856,,,,,
2002340,"  2340 Hathor (1976 UA)",2340,Hathor,,Y,Y,20.32,,,,,,,0.3,,,3.35,,2460000.5,60000,2023-02-25.0,J2000,0.4499,0.8438,0.464,5.86,211.31,40.09,10.46,1.22,1.272,2459992.27,2023-02-16.7,283,0.775,0.00646,2.51,3.81,ATE,Giorgini,16477,1976-10-25,2021-12-05,0,.37471,,,-3.0e-14,,
2002368,"  2368 Beltrovata (1977 RA)",2368,Beltrovata,,Y,N,15.20,,,,,,,2.3,,0.27,5.9,,2460000.5,60000,2023-02-25.0,J2000,0.4133,2.105,1.235,5.22,287.31,43.12,324.94,2.98,0.3227,2460109.14,2023-06-13.6,1.12e+03,3.05,0.232,90.3,2.42,AMO,"Otto Matic",16336,1977-09-04,2022-05-27,0,.53866,,,,,
2002608,"  2608 Seneca (1978 DA)",2608,Seneca,,Y,N,17.48,,,,,,,0.9,,0.21,8,,2460000.5,60000,2023-02-25.0,J2000,0.5701,2.523,1.085,14.64,167.30,37.65,126.45,3.96,0.2459,2459486.24,2021-09-28.7,1.46e+03,4.01,0.138,53.6,1.13,AMO,"Otto Matic",16284,1978-02-17,2022-09-18,1,.64986,,,,,
2003102,"  3102 Krok (1981 QA)",3102,Krok,,Y,N,16.17,,,,,,,1.6,,,149.4,,2460000.5,60000,2023-02-25.0,J2000,0.4496,2.151,1.184,8.44,172.05,154.80,54.24,3.12,0.3125,2459826.92,2022-09-04.4,1.15e+03,3.15,0.182,70.8,2.27,AMO,"Otto Matic",15121,1981-08-21,2023-01-14,0,.43667,,,,,
2003103,"  3103 Eger (1982 BB)",3103,Eger,,Y,N,15.25,,,,,,,1.5,,0.64,5.7103,,2460000.5,60000,2023-02-25.0,J2000,0.3543,1.404,0.907,20.93,129.74,254.09,308.67,1.90,0.5925,2460087.13,2023-05-22.6,608,1.66,0.0786,30.6,3.71,APO,"Otto Matic",14756,1982-01-21,2022-06-16,0,.37188,,,,,
2003122,"  3122 Florence (1981 ET3)",3122,Florence,,Y,Y,13.88,,,,,,,4.9,,0.231,2.3581,,2460000.5,60000,2023-02-25.0,J2000,0.4232,1.769,1.020,22.14,336.06,27.87,109.37,2.52,0.4189,2459739.44,2022-06-08.9,859,2.35,0.0434,16.9,3,AMO,"Otto Matic",16047,1979-03-09,2023-02-13,0,.29908,,,,,
2003199,"  3199 Nefertiti (1982 RA)",3199,Nefertiti,,Y,N,14.96,,,,,,,2.2,,0.42,3.021,,2460000.5,60000,2023-02-25.0,J2000,0.2842,1.575,1.127,32.96,339.99,53.41,139.65,2.02,0.4988,2459720.52,2022-05-21.0,722,1.98,0.215,83.6,3.62,AMO,"Otto Matic",14756,1982-09-13,2023-02-06,0,.47752,,,,,
2003200,"  3200 Phaethon (1983 TB)",3200,Phaethon,,Y,Y,14.39,,,,,,,6.25,,0.1066,3.604,,2460000.5,60000,2023-02-25.0,J2000,0.8899,1.271,0.140,22.27,265.17,322.22,196.51,2.40,0.6876,2460238.29,2023-10-20.7,524,1.43,0.0195,7.6,2.73,APO,"Davide Farnocchia",14244,1983-10-27,2022-10-26,0,.29598,,,-6.7e-15,,
2003271,"  3271 Ul (1982 RB)",3271,Ul,,Y,N,16.58,,,,,,,,,,,,2460000.5,60000,2023-02-25.0,J2000,0.3960,2.101,1.269,25.08,158.81,159.10,110.43,2.93,0.3236,2459659.29,2022-03-20.7,1.11e+03,3.05,0.274,107,2.49,AMO,"Otto Matic",14744,1982-09-14,2023-01-26,0,.57519,,,,,
2003288,"  3288 Seleucus (1982 DV)",3288,Seleucus,,Y,N,15.35,,,,,,,2.8,,0.22,75,,2460000.5,60000,2023-02-25.0,J2000,0.4563,2.033,1.105,5.93,218.62,349.28,37.30,2.96,0.3401,2459890.82,2022-11-07.3,1.06e+03,2.9,0.102,39.6,2,AMO,"Otto Matic",14650,1982-02-28,2022-04-09,0,.46574,,,,,
2003352,"  3352 McAuliffe (1981 CW)",3352,McAuliffe,,Y,N,15.95,,,,,,,,,,2.206,,2460000.5,60000,2023-02-25.0,J2000,0.3691,1.879,1.185,4.77,107.33,16.12,118.13,2.57,0.3827,2459691.85,2022-04-22.3,941,2.58,0.202,78.7,2.52,AMO,"Otto Matic",15120,1981-02-06,2022-07-01,0,.43566,,,,,
2003360,"  3360 Syrinx (1981 VA)",3360,Syrinx,,Y,N,16.05,,,,,,,1.8,,0.17,,,2460000.5,60000,2023-02-25.0,J2000,0.7456,2.467,0.627,21.14,242.48,63.56,257.00,4.31,0.2544,2460405.38,2024-04-04.8,1.42e+03,3.87,0.107,41.7,1.78,APO,"Otto Matic",14313,1981-11-04,2021-01-11,0,.44521,,,,,
2003361,"  3361 Orpheus (1982 HR)",3361,Orpheus,,Y,Y,19.39,,,,,,,0.3,,0.357,3.5327,,2460000.5,60000,2023-02-25.0,J2000,0.3229,1.21,0.820,2.66,188.68,302.36,300.45,1.60,0.7401,2460080.97,2023-05-16.4,486,1.33,0.0141,5.5,3.45,APO,"Otto Matic",14537,1982-04-24,2022-02-10,0,.33934,,,1.9e-14,,
2003362,"  3362 Khufu (1984 QA)",3362,Khufu,,Y,Y,18.52,,,,,,,0.7,,0.21,,,2460000.5,60000,2023-02-25.0,J2000,0.4686,0.9895,0.526,9.92,152.42,55.05,119.11,1.45,1.001,2459881.54,2022-10-29.0,360,0.984,0.0131,5.1,3.52,ATE,"Otto Matic",7394,1984-08-30,2004-11-27,1,.6347,,,,,
2003551,"  3551 Verenia (1983 RD)",3551,Verenia,,Y,N,16.71,,,,,,,0.9,,0.37,4.93,,2460000.5,60000,2023-02-25.0,J2000,0.4874,2.092,1.073,9.51,173.78,193.29,7.72,3.11,0.3256,2459976.79,2023-02-01.2,1.11e+03,3.03,0.0729,28.4,2.35,AMO,"Otto Matic",14175,1983-09-07,2022-06-29,0,.59499,,,,,
2003552,"  3552 Don Quixote (1983 SA)",3552,"Don Quixote",,Y,N,13.07,,,,,,,19.0,,0.03,6.665,,2460000.5,60000,2023-02-25.0,J2000,0.7081,4.265,1.245,31.09,349.93,316.60,196.33,7.28,0.1119,2461463.05,2027-02-26.5,3.22e+03,8.81,0.337,131,0.431,AMO,"Otto Matic",14389,1983-09-10,2023-02-01,0,.45831,,,,,
2003553,"  3553 Mera (1985 JA)",3553,Mera,,Y,N,16.42,,,,,,,,,,3.1944,,2460000.5,60000,2023-02-25.0,J2000,0.3201,1.645,1.118,36.78,232.49,288.94,9.22,2.17,0.4673,2459980.78,2023-02-05.2,770,2.11,0.294,115,3.18,AMO,"Otto Matic",13791,1985-05-11,2023-02-12,0,.46297,,,,,
2003554,"  3554 Amun (1986 EB)",3554,Amun,,Y,N,15.91,,,,,,,3.341,,0.074,2.53001,,2460000.5,60000,2023-02-25.0,J2000,0.2807,0.974,0.701,23.36,358.61,359.42,331.36,1.25,1.025,2460028.43,2023-03-24.9,351,0.961,0.251,97.8,4.19,ATE,"Otto Matic",11979,1986-03-04,2018-12-20,0,.34865,,,,,
2003671,"  3671 Dionysus (1984 KD)",3671,Dionysus,,Y,Y,16.60,,,,,,,1.5,,0.16,2.7053,,2460000.5,60000,2023-02-25.0,J2000,0.5410,2.199,1.009,13.53,82.07,204.30,310.24,3.39,0.3022,2460165.17,2023-08-08.6,1.19e+03,3.26,0.022,8.56,1.83,APO,"Otto Matic",14130,1984-05-27,2023-02-02,0,.52171,,,,,
2003691,"  3691 Bede (1982 FT)",3691,Bede,,Y,N,14.80,,,,,,,4.3,,0.515,226.8,,2460000.5,60000,2023-02-25.0,J2000,0.2841,1.775,1.270,20.36,348.74,234.92,95.07,2.28,0.4169,2459772.49,2022-07-11.9,863,2.36,0.352,137,2.83,AMO,"Otto Matic",17263,1975-06-09,2022-09-13,0,.37594,,,,,
2003752,"  3752 Camillo (1985 PA)",3752,Camillo,,Y,N,15.21,,,,,,,2.306,,0.210,37.846,,2460000.5,60000,2023-02-25.0,J2000,0.3015,1.414,0.987,55.56,147.96,312.23,16.91,1.84,0.5864,2459971.66,2023-01-27.1,614,1.68,0.0786,30.6,3.38,APO,"Otto Matic",17183,1976-01-28,2023-02-13,0,.36236,,,,,
2003753,"  3753 Cruithne (1986 TO)",3753,Cruithne,,Y,N,15.50,,,,,,,2.071,,0.365,27.3099,,2460000.5,60000,2023-02-25.0,J2000,0.5150,0.9977,0.484,19.80,126.21,43.87,75.42,1.51,0.989,2459924.24,2022-12-10.7,364,0.997,0.0706,27.5,3.51,ATE,"Otto Matic",17902,1973-10-17,2022-10-22,0,.37699,,,,,
2003757,"  3757 Anagolay (1982 XB)",3757,Anagolay,,Y,Y,19.05,,,,,,,0.5,,0.18,9.012,,2460000.5,60000,2023-02-25.0,J2000,0.4456,1.835,1.017,3.87,74.93,17.22,55.76,2.65,0.3965,2459859.88,2022-10-07.3,908,2.49,0.0368,14.3,2.58,AMO,"Otto Matic",14524,1982-12-14,2022-09-19,0,.72816,,,,,
2003838,"  3838 Epona (1986 WA)",3838,Epona,,Y,N,15.72,,,,,,,,,,2.3812,,2460000.5,60000,2023-02-25.0,J2000,0.7023,1.505,0.448,29.20,235.47,49.73,265.46,2.56,0.5338,2460177.60,2023-08-21.1,674,1.85,0.159,62,2.88,APO,"Otto Matic",13221,1986-11-30,2023-02-10,0,.51036,,,,,
2003908,"  3908 Nyx (1980 PA)",3908,Nyx,,Y,N,17.46,,,,,,,1.0,,0.23,4.42601,,2460000.5,60000,2023-02-25.0,J2000,0.4594,1.927,1.042,2.19,261.21,126.63,304.73,2.81,0.3683,2460150.54,2023-07-25.0,977,2.68,0.0552,21.5,2.65,AMO,"Otto Matic",15264,1980-08-06,2022-05-22,0,.46124,,,1.2e-14,,
2003988,"  3988 Huma (1986 LA)",3988,Huma,,Y,N,17.95,,,,,,,0.7,,,10.4,,2460000.5,60000,2023-02-25.0,J2000,0.3166,1.545,1.056,10.77,229.79,86.96,8.21,2.03,0.5135,2459984.51,2023-02-09.0,701,1.92,0.178,69.2,3.31,AMO,"Otto Matic",13056,1986-06-04,2022-03-03,0,.44362,,,,,
2004015,"  4015 Wilson-Harrington (1979 VA)",4015,Wilson-Harrington,,Y,Y,16.20,,,,,,,4,,0.05,3.5736,,2460000.5,60000,2023-02-25.0,J2000,0.6317,2.624,0.967,2.80,266.77,95.45,42.73,4.28,0.2318,2459816.16,2022-08-24.6,1.55e+03,4.25,0.0426,16.6,1.23,APO,"Otto Matic",26748,1949-11-19,2023-02-12,0,.49493,,,,,
2004034,"  4034 Vishnu (1986 PA)",4034,Vishnu,,Y,Y,18.52,,,,,,,0.42,,0.52,44.4,,2460000.5,60000,2023-02-25.0,J2000,0.4440,1.06,0.589,11.17,157.90,296.70,78.21,1.53,0.9036,2459913.95,2022-11-30.4,398,1.09,0.0191,7.43,3.69,APO,"Otto Matic",13162,1986-08-02,2022-08-15,0,.41244,,,-4.0e-14,,
2004055,"  4055 Magellan (1985 DO2)",4055,Magellan,,Y,N,14.74,,,,,,,2.49,,0.31,7.475,,2460000.5,60000,2023-02-25.0,J2000,0.3262,1.82,1.227,23.26,164.82,154.44,26.43,2.41,0.4013,2459934.64,2022-12-21.1,897,2.46,0.238,92.8,3.01,AMO,"Otto Matic",13710,1985-01-21,2022-08-05,0,.37963,,,,,
2004179,"  4179 Toutatis (1989 AC)",4179,Toutatis,,Y,Y,15.32,0.10,,,,,,5.4,1.70x2.03x4.26,0.405,176.,,2460000.5,60000,2023-02-25.0,J2000,0.6246,2.544,0.955,0.45,125.30,277.89,194.00,4.13,0.2428,2460684.10,2025-01-08.6,1.48e+03,4.06,0.00656,2.55,1.29,APO,"Otto Matic",32227,1934-02-10,2022-05-06,0,.274,,-3.1e-13,-7.7e-15,,
2004183,"  4183 Cuno (1959 LM)",4183,Cuno,,Y,Y,14.18,,,,,,,3.651,,0.097,3.5595,,2460000.5,60000,2023-02-25.0,J2000,0.6360,1.981,0.721,6.67,294.35,237.04,323.78,3.24,0.3534,2460102.97,2023-06-07.4,1.02e+03,2.79,0.0282,11,1.79,APO,"Otto Matic",23260,1959-06-05,2023-02-09,0,.44173,,,,,
2004197,"  4197 Morpheus (1982 TA)",4197,Morpheus,,Y,N,15.03,,,,,,,1.8,,0.37,3.538,,2460000.5,60000,2023-02-25.0,J2000,0.7724,2.294,0.522,12.60,7.01,122.57,186.91,4.07,0.2836,2460610.79,2024-10-27.2,1.27e+03,3.48,0.0983,38.3,1.27,APO,"Otto Matic",24822,1954-09-03,2022-08-19,0,.48049,,,,,
2004257,"  4257 Ubasti (1987 QA)",4257,Ubasti,,Y,N,16.07,,,,,,,,,,4.4,,2460000.5,60000,2023-02-25.0,J2000,0.4683,1.647,0.876,40.72,169.16,278.94,241.20,2.42,0.4663,2460255.26,2023-11-06.7,772,2.11,0.17,66.1,3.37,APO,"Otto Matic",12738,1987-08-23,2022-07-08,0,.51278,,,,,
2004341,"  4341 Poseidon (1987 KF)",4341,Poseidon,,Y,N,16.08,,,,,,,3.177,,0.054,6.262,,2460000.5,60000,2023-02-25.0,J2000,0.6800,1.834,0.587,11.84,108.04,15.84,165.89,3.08,0.3969,2459582.55,2022-01-03.0,907,2.48,0.194,75.6,2.03,APO,"Otto Matic",12852,1987-05-29,2022-08-05,0,.50727,,,,,
2004401,"  4401 Aditi (1985 TB)",4401,Aditi,,Y,N,16.08,,,,,,,1.801,,0.343,6.67,,2460000.5,60000,2023-02-25.0,J2000,0.5632,2.583,1.129,26.63,22.79,68.12,351.15,4.04,0.2374,2460037.77,2023-04-03.2,1.52e+03,4.15,0.334,130,2.24,AMO,"Otto Matic",13625,1985-10-14,2023-02-02,0,.47788,,,,,
2004450,"  4450 Pan (1987 SY)",4450,Pan,,Y,Y,17.27,,,,,,,,,,56.48,,2460000.5,60000,2023-02-25.0,J2000,0.5867,1.442,0.596,5.52,311.77,291.84,210.79,2.29,0.5691,2460262.67,2023-11-14.1,633,1.73,0.0285,11.1,2.76,APO,"Otto Matic",31367,1937-02-06,2022-12-24,0,.43967,,,,,
2004486,"  4486 Mithra (1987 SB)",4486,Mithra,,Y,Y,15.64,,,,,,,1.849,"2.35 x 1.65 x 1.44",0.297,67.5,,2460000.5,60000,2023-02-25.0,J2000,0.6625,2.2,0.743,3.04,82.24,168.89,336.11,3.66,0.302,2460079.60,2023-05-15.1,1.19e+03,3.26,0.0463,18,1.4,APO,"Otto Matic",13164,1987-01-29,2023-02-13,0,.45534,,,,,
